date_time,depth,latitude,longitude,tdir,tper,thgt,tdir_quadrant
2025-05-30 04:00:00+00:00,0.0,-32.0,113.0,233.0,13.513514,3.4399998,SW
2025-05-30 05:00:00+00:00,0.0,-32.0,113.0,231.0,13.698629,3.4299998,SW
2025-05-30 06:00:00+00:00,0.0,-32.0,113.0,216.0,15.384614,3.4299998,SW
2025-05-30 07:00:00+00:00,0.0,-32.0,113.0,216.0,15.384614,3.4299998,SW
2025-05-30 08:00:00+00:00,0.0,-32.0,113.0,216.0,15.151515,3.4299998,SW
2025-05-30 09:00:00+00:00,0.0,-32.0,113.0,216.0,15.151515,3.4199998,SW
2025-05-30 10:00:00+00:00,0.0,-32.0,113.0,217.0,14.705881,3.3999999,SW
2025-05-30 11:00:00+00:00,0.0,-32.0,113.0,217.0,14.705881,3.3799999,SW
2025-05-30 12:00:00+00:00,0.0,-32.0,113.0,217.0,14.492752,3.36,SW
2025-05-30 13:00:00+00:00,0.0,-32.0,113.0,217.0,14.492752,3.34,SW
2025-05-30 14:00:00+00:00,0.0,-32.0,113.0,222.0,18.867924,3.33,SW
2025-05-30 15:00:00+00:00,0.0,-32.0,113.0,222.0,18.867924,3.33,SW
2025-05-30 16:00:00+00:00,0.0,-32.0,113.0,222.0,18.867924,3.33,SW
2025-05-30 17:00:00+00:00,0.0,-32.0,113.0,222.0,18.867924,3.33,SW
2025-05-30 18:00:00+00:00,0.0,-32.0,113.0,222.0,18.518518,3.33,SW
2025-05-30 19:00:00+00:00,0.0,-32.0,113.0,222.0,18.518518,3.34,SW
2025-05-30 20:00:00+00:00,0.0,-32.0,113.0,221.0,18.181816,3.34,SW
2025-05-30 21:00:00+00:00,0.0,-32.0,113.0,221.0,17.857141,3.34,SW
2025-05-30 22:00:00+00:00,0.0,-32.0,113.0,221.0,17.857141,3.33,SW
2025-05-30 23:00:00+00:00,0.0,-32.0,113.0,221.0,17.543858,3.33,SW
2025-05-31 00:00:00+00:00,0.0,-32.0,113.0,221.0,17.543858,3.32,SW
2025-05-31 01:00:00+00:00,0.0,-32.0,113.0,221.0,17.543858,3.31,SW
2025-05-31 02:00:00+00:00,0.0,-32.0,113.0,221.0,17.543858,3.29,SW
2025-05-31 03:00:00+00:00,0.0,-32.0,113.0,221.0,17.543858,3.28,SW
