date_time,depth,latitude,longitude,tdir,tper,thgt,tdir_quadrant
2025-05-30 16:00:00+00:00,0.0,-32.0,109.0,221.0,17.857141,3.47,SW
2025-05-30 17:00:00+00:00,0.0,-32.0,109.0,221.0,17.543858,3.4499998,SW
2025-05-30 18:00:00+00:00,0.0,-32.0,109.0,221.0,17.543858,3.4199998,SW
2025-05-30 19:00:00+00:00,0.0,-32.0,109.0,221.0,17.543858,3.4099998,SW
2025-05-30 20:00:00+00:00,0.0,-32.0,109.0,221.0,17.543858,3.3899999,SW
2025-05-30 21:00:00+00:00,0.0,-32.0,109.0,221.0,17.543858,3.3799999,SW
2025-05-30 22:00:00+00:00,0.0,-32.0,109.0,222.0,17.241379,3.3799999,SW
2025-05-30 23:00:00+00:00,0.0,-32.0,109.0,222.0,17.241379,3.3799999,SW
2025-05-31 00:00:00+00:00,0.0,-32.0,109.0,222.0,17.241379,3.3799999,SW
2025-05-31 01:00:00+00:00,0.0,-32.0,109.0,222.0,17.241379,3.3899999,SW
2025-05-31 02:00:00+00:00,0.0,-32.0,109.0,221.0,17.241379,3.3899999,SW
2025-05-31 03:00:00+00:00,0.0,-32.0,109.0,221.0,16.949152,3.3999999,SW
2025-05-31 04:00:00+00:00,0.0,-32.0,109.0,221.0,16.949152,3.3999999,SW
2025-05-31 05:00:00+00:00,0.0,-32.0,109.0,221.0,16.666666,3.3899999,SW
2025-05-31 06:00:00+00:00,0.0,-32.0,109.0,221.0,16.666666,3.3899999,SW
2025-05-31 07:00:00+00:00,0.0,-32.0,109.0,221.0,16.393442,3.3799999,SW
2025-05-31 08:00:00+00:00,0.0,-32.0,109.0,221.0,16.393442,3.36,SW
2025-05-31 09:00:00+00:00,0.0,-32.0,109.0,221.0,16.393442,3.34,SW
2025-05-31 10:00:00+00:00,0.0,-32.0,109.0,221.0,16.393442,3.32,SW
2025-05-31 11:00:00+00:00,0.0,-32.0,109.0,221.0,16.129032,3.3,SW
2025-05-31 12:00:00+00:00,0.0,-32.0,109.0,222.0,15.873015,3.27,SW
2025-05-31 13:00:00+00:00,0.0,-32.0,109.0,222.0,15.624999,3.24,SW
2025-05-31 14:00:00+00:00,0.0,-32.0,109.0,222.0,15.624999,3.21,SW
2025-05-31 15:00:00+00:00,0.0,-32.0,109.0,222.0,15.384614,3.1799998,SW
2025-05-31 16:00:00+00:00,0.0,-32.0,109.0,222.0,15.384614,3.1399999,SW
2025-05-31 17:00:00+00:00,0.0,-32.0,109.0,223.0,15.384614,3.1,SW
2025-05-31 18:00:00+00:00,0.0,-32.0,109.0,223.0,15.151515,3.05,SW
