date_time,depth,latitude,longitude,tdir,tper,thgt,tdir_quadrant
2025-05-30 04:00:00+00:00,0.0,-32.0,114.0,236.0,13.513514,3.31,SW
2025-05-30 05:00:00+00:00,0.0,-32.0,114.0,234.0,13.513514,3.33,SW
2025-05-30 06:00:00+00:00,0.0,-32.0,114.0,233.0,13.513514,3.35,SW
2025-05-30 07:00:00+00:00,0.0,-32.0,114.0,231.0,13.698629,3.36,SW
2025-05-30 08:00:00+00:00,0.0,-32.0,114.0,216.0,15.384614,3.37,SW
2025-05-30 09:00:00+00:00,0.0,-32.0,114.0,216.0,15.151515,3.3799999,SW
2025-05-30 10:00:00+00:00,0.0,-32.0,114.0,216.0,15.151515,3.3799999,SW
2025-05-30 11:00:00+00:00,0.0,-32.0,114.0,218.0,14.705881,3.37,SW
2025-05-30 12:00:00+00:00,0.0,-32.0,114.0,217.0,14.705881,3.36,SW
2025-05-30 13:00:00+00:00,0.0,-32.0,114.0,217.0,14.492752,3.35,SW
2025-05-30 14:00:00+00:00,0.0,-32.0,114.0,217.0,14.492752,3.34,SW
2025-05-30 15:00:00+00:00,0.0,-32.0,114.0,222.0,18.867924,3.33,SW
2025-05-30 16:00:00+00:00,0.0,-32.0,114.0,222.0,18.867924,3.32,SW
2025-05-30 17:00:00+00:00,0.0,-32.0,114.0,222.0,18.867924,3.32,SW
2025-05-30 18:00:00+00:00,0.0,-32.0,114.0,222.0,18.867924,3.32,SW
2025-05-30 19:00:00+00:00,0.0,-32.0,114.0,222.0,18.518518,3.31,SW
2025-05-30 20:00:00+00:00,0.0,-32.0,114.0,222.0,18.518518,3.31,SW
2025-05-30 21:00:00+00:00,0.0,-32.0,114.0,221.0,18.518518,3.31,SW
2025-05-30 22:00:00+00:00,0.0,-32.0,114.0,222.0,18.181816,3.31,SW
2025-05-30 23:00:00+00:00,0.0,-32.0,114.0,221.0,17.857141,3.3,SW
2025-05-31 00:00:00+00:00,0.0,-32.0,114.0,221.0,17.543858,3.3,SW
2025-05-31 01:00:00+00:00,0.0,-32.0,114.0,221.0,17.543858,3.29,SW
2025-05-31 02:00:00+00:00,0.0,-32.0,114.0,221.0,17.543858,3.29,SW
2025-05-31 03:00:00+00:00,0.0,-32.0,114.0,221.0,17.543858,3.27,SW
2025-05-31 04:00:00+00:00,0.0,-32.0,114.0,221.0,17.543858,3.26,SW
2025-05-31 05:00:00+00:00,0.0,-32.0,114.0,221.0,17.543858,3.25,SW
2025-05-31 06:00:00+00:00,0.0,-32.0,114.0,221.0,17.241379,3.23,SW
2025-05-31 07:00:00+00:00,0.0,-32.0,114.0,221.0,17.241379,3.22,SW
2025-05-31 08:00:00+00:00,0.0,-32.0,114.0,221.0,17.241379,3.21,SW
2025-05-31 09:00:00+00:00,0.0,-32.0,114.0,221.0,17.241379,3.1999998,SW
2025-05-31 10:00:00+00:00,0.0,-32.0,114.0,221.0,17.241379,3.1999998,SW
2025-05-31 11:00:00+00:00,0.0,-32.0,114.0,221.0,16.949152,3.1999998,SW
2025-05-31 12:00:00+00:00,0.0,-32.0,114.0,221.0,16.666666,3.1999998,SW
2025-05-31 13:00:00+00:00,0.0,-32.0,114.0,221.0,16.666666,3.1999998,SW
2025-05-31 14:00:00+00:00,0.0,-32.0,114.0,221.0,16.393442,3.21,SW
2025-05-31 15:00:00+00:00,0.0,-32.0,114.0,221.0,16.393442,3.21,SW
2025-05-31 16:00:00+00:00,0.0,-32.0,114.0,221.0,16.393442,3.21,SW
2025-05-31 17:00:00+00:00,0.0,-32.0,114.0,221.0,16.393442,3.21,SW
2025-05-31 18:00:00+00:00,0.0,-32.0,114.0,221.0,16.129032,3.1999998,SW
2025-05-31 19:00:00+00:00,0.0,-32.0,114.0,222.0,15.873015,3.1899998,SW
2025-05-31 20:00:00+00:00,0.0,-32.0,114.0,222.0,15.624999,3.1799998,SW
2025-05-31 21:00:00+00:00,0.0,-32.0,114.0,222.0,15.624999,3.1699998,SW
2025-05-31 22:00:00+00:00,0.0,-32.0,114.0,222.0,15.384614,3.1499999,SW
2025-05-31 23:00:00+00:00,0.0,-32.0,114.0,222.0,15.384614,3.1299999,SW
2025-06-01 00:00:00+00:00,0.0,-32.0,114.0,223.0,15.384614,3.1,SW
2025-06-01 01:00:00+00:00,0.0,-32.0,114.0,223.0,15.151515,3.08,SW
2025-06-01 02:00:00+00:00,0.0,-32.0,114.0,223.0,14.925373,3.05,SW
2025-06-01 03:00:00+00:00,0.0,-32.0,114.0,224.0,14.925373,3.01,SW
2025-06-01 04:00:00+00:00,0.0,-32.0,114.0,224.0,14.705881,2.97,SW
2025-06-01 05:00:00+00:00,0.0,-32.0,114.0,224.0,14.705881,2.9299998,SW
2025-06-01 06:00:00+00:00,0.0,-32.0,114.0,224.0,14.705881,2.8899999,SW
2025-06-01 07:00:00+00:00,0.0,-32.0,114.0,225.0,14.705881,2.85,SW
2025-06-01 08:00:00+00:00,0.0,-32.0,114.0,225.0,14.705881,2.8,SW
2025-06-01 09:00:00+00:00,0.0,-32.0,114.0,225.0,14.705881,2.75,SW
2025-06-01 10:00:00+00:00,0.0,-32.0,114.0,225.0,14.705881,2.7,SW
2025-06-01 11:00:00+00:00,0.0,-32.0,114.0,225.0,14.705881,2.6499999,SW
2025-06-01 12:00:00+00:00,0.0,-32.0,114.0,225.0,14.925373,2.6,SW
2025-06-01 13:00:00+00:00,0.0,-32.0,114.0,225.0,14.925373,2.55,SW
2025-06-01 14:00:00+00:00,0.0,-32.0,114.0,225.0,14.705881,2.5,SW
2025-06-01 15:00:00+00:00,0.0,-32.0,114.0,225.0,14.705881,2.47,SW
2025-06-01 16:00:00+00:00,0.0,-32.0,114.0,225.0,14.705881,2.4299998,SW
2025-06-01 17:00:00+00:00,0.0,-32.0,114.0,225.0,14.705881,2.3999999,SW
2025-06-01 18:00:00+00:00,0.0,-32.0,114.0,225.0,14.492752,2.3799999,SW
2025-06-01 19:00:00+00:00,0.0,-32.0,114.0,225.0,14.492752,2.36,SW
2025-06-01 20:00:00+00:00,0.0,-32.0,114.0,225.0,14.492752,2.35,SW
2025-06-01 21:00:00+00:00,0.0,-32.0,114.0,225.0,14.492752,2.36,SW
2025-06-01 22:00:00+00:00,0.0,-32.0,114.0,225.0,14.285714,2.3899999,SW
2025-06-01 23:00:00+00:00,0.0,-32.0,114.0,226.0,14.285714,2.46,SW
2025-06-02 00:00:00+00:00,0.0,-32.0,114.0,226.0,14.285714,2.53,SW
2025-06-02 01:00:00+00:00,0.0,-32.0,114.0,226.0,14.285714,2.56,SW
2025-06-02 02:00:00+00:00,0.0,-32.0,114.0,226.0,14.285714,2.57,SW
2025-06-02 03:00:00+00:00,0.0,-32.0,114.0,258.0,19.230768,2.58,WSW
2025-06-02 04:00:00+00:00,0.0,-32.0,114.0,259.0,18.867924,2.62,W
2025-06-02 05:00:00+00:00,0.0,-32.0,114.0,259.0,18.518518,2.6799998,W
2025-06-02 06:00:00+00:00,0.0,-32.0,114.0,257.0,18.181816,2.76,WSW
2025-06-02 07:00:00+00:00,0.0,-32.0,114.0,257.0,17.857141,2.85,WSW
2025-06-02 08:00:00+00:00,0.0,-32.0,114.0,258.0,17.543858,2.95,WSW
2025-06-02 09:00:00+00:00,0.0,-32.0,114.0,255.0,16.949152,3.05,WSW
