date_time,depth,latitude,longitude,tdir,tper,thgt,tdir_quadrant
2025-05-30 16:00:00+00:00,0.0,-32.0,14.0,212.0,12.820513,3.4499998,SSW
2025-05-30 17:00:00+00:00,0.0,-32.0,14.0,212.0,12.820513,3.4099998,SSW
2025-05-30 18:00:00+00:00,0.0,-32.0,14.0,212.0,12.820513,3.37,SSW
2025-05-30 19:00:00+00:00,0.0,-32.0,14.0,212.0,12.820513,3.34,SSW
2025-05-30 20:00:00+00:00,0.0,-32.0,14.0,212.0,12.658227,3.32,SSW
2025-05-30 21:00:00+00:00,0.0,-32.0,14.0,212.0,12.658227,3.32,SSW
2025-05-30 22:00:00+00:00,0.0,-32.0,14.0,213.0,12.658227,3.33,SSW
2025-05-30 23:00:00+00:00,0.0,-32.0,14.0,213.0,12.658227,3.34,SSW
2025-05-31 00:00:00+00:00,0.0,-32.0,14.0,213.0,12.820513,3.37,SSW
2025-05-31 01:00:00+00:00,0.0,-32.0,14.0,212.0,12.820513,3.3999999,SSW
2025-05-31 02:00:00+00:00,0.0,-32.0,14.0,212.0,12.820513,3.4299998,SSW
2025-05-31 03:00:00+00:00,0.0,-32.0,14.0,212.0,12.987012,3.4499998,SSW
2025-05-31 04:00:00+00:00,0.0,-32.0,14.0,211.0,12.987012,3.46,SSW
2025-05-31 05:00:00+00:00,0.0,-32.0,14.0,202.0,14.285714,3.47,SSW
2025-05-31 06:00:00+00:00,0.0,-32.0,14.0,202.0,14.285714,3.46,SSW
2025-05-31 07:00:00+00:00,0.0,-32.0,14.0,202.0,14.285714,3.46,SSW
2025-05-31 08:00:00+00:00,0.0,-32.0,14.0,203.0,14.285714,3.4499998,SSW
2025-05-31 09:00:00+00:00,0.0,-32.0,14.0,203.0,14.285714,3.4499998,SSW
2025-05-31 10:00:00+00:00,0.0,-32.0,14.0,203.0,14.285714,3.47,SSW
2025-05-31 11:00:00+00:00,0.0,-32.0,14.0,204.0,14.285714,3.5,SSW
2025-05-31 12:00:00+00:00,0.0,-32.0,14.0,204.0,14.285714,3.55,SSW
2025-05-31 13:00:00+00:00,0.0,-32.0,14.0,205.0,14.285714,3.61,SSW
2025-05-31 14:00:00+00:00,0.0,-32.0,14.0,206.0,14.285714,3.6899998,SSW
2025-05-31 15:00:00+00:00,0.0,-32.0,14.0,207.0,14.285714,3.78,SSW
2025-05-31 16:00:00+00:00,0.0,-32.0,14.0,208.0,14.285714,3.87,SSW
2025-05-31 17:00:00+00:00,0.0,-32.0,14.0,209.0,14.285714,3.9599998,SSW
2025-05-31 18:00:00+00:00,0.0,-32.0,14.0,210.0,14.285714,4.06,SSW
2025-05-31 19:00:00+00:00,0.0,-32.0,14.0,211.0,14.285714,4.14,SSW
2025-05-31 20:00:00+00:00,0.0,-32.0,14.0,212.0,14.492752,4.23,SSW
2025-05-31 21:00:00+00:00,0.0,-32.0,14.0,213.0,14.492752,4.2999997,SSW
2025-05-31 22:00:00+00:00,0.0,-32.0,14.0,214.0,14.705881,4.37,SW
2025-05-31 23:00:00+00:00,0.0,-32.0,14.0,215.0,15.151515,4.43,SW
2025-06-01 00:00:00+00:00,0.0,-32.0,14.0,217.0,15.873015,4.48,SW
2025-06-01 01:00:00+00:00,0.0,-32.0,14.0,217.0,16.129032,4.52,SW
2025-06-01 02:00:00+00:00,0.0,-32.0,14.0,218.0,16.129032,4.5499997,SW
2025-06-01 03:00:00+00:00,0.0,-32.0,14.0,219.0,16.129032,4.5699997,SW
2025-06-01 04:00:00+00:00,0.0,-32.0,14.0,220.0,16.129032,4.5899997,SW
2025-06-01 05:00:00+00:00,0.0,-32.0,14.0,220.0,15.873015,4.6,SW
2025-06-01 06:00:00+00:00,0.0,-32.0,14.0,221.0,15.873015,4.6,SW
2025-06-01 07:00:00+00:00,0.0,-32.0,14.0,221.0,15.873015,4.6,SW
2025-06-01 08:00:00+00:00,0.0,-32.0,14.0,222.0,15.873015,4.6,SW
2025-06-01 09:00:00+00:00,0.0,-32.0,14.0,223.0,15.873015,4.61,SW
2025-06-01 10:00:00+00:00,0.0,-32.0,14.0,223.0,15.873015,4.61,SW
2025-06-01 11:00:00+00:00,0.0,-32.0,14.0,224.0,15.873015,4.61,SW
2025-06-01 12:00:00+00:00,0.0,-32.0,14.0,224.0,15.873015,4.6,SW
2025-06-01 13:00:00+00:00,0.0,-32.0,14.0,225.0,16.129032,4.6,SW
2025-06-01 14:00:00+00:00,0.0,-32.0,14.0,226.0,16.129032,4.5899997,SW
2025-06-01 15:00:00+00:00,0.0,-32.0,14.0,227.0,16.129032,4.5699997,SW
2025-06-01 16:00:00+00:00,0.0,-32.0,14.0,228.0,16.129032,4.5499997,SW
2025-06-01 17:00:00+00:00,0.0,-32.0,14.0,228.0,16.129032,4.52,SW
2025-06-01 18:00:00+00:00,0.0,-32.0,14.0,229.0,16.129032,4.49,SW
2025-06-01 19:00:00+00:00,0.0,-32.0,14.0,229.0,16.129032,4.46,SW
2025-06-01 20:00:00+00:00,0.0,-32.0,14.0,230.0,16.129032,4.42,SW
2025-06-01 21:00:00+00:00,0.0,-32.0,14.0,230.0,16.129032,4.38,SW
2025-06-01 22:00:00+00:00,0.0,-32.0,14.0,229.0,15.873015,4.3399997,SW
2025-06-01 23:00:00+00:00,0.0,-32.0,14.0,229.0,15.873015,4.29,SW
2025-06-02 00:00:00+00:00,0.0,-32.0,14.0,230.0,15.624999,4.25,SW
2025-06-02 01:00:00+00:00,0.0,-32.0,14.0,230.0,15.624999,4.2,SW
2025-06-02 02:00:00+00:00,0.0,-32.0,14.0,230.0,15.624999,4.15,SW
2025-06-02 03:00:00+00:00,0.0,-32.0,14.0,231.0,15.384614,4.11,SW
2025-06-02 04:00:00+00:00,0.0,-32.0,14.0,231.0,15.384614,4.06,SW
2025-06-02 05:00:00+00:00,0.0,-32.0,14.0,231.0,15.384614,4.0099998,SW
2025-06-02 06:00:00+00:00,0.0,-32.0,14.0,232.0,15.151515,3.9599998,SW
