date_time,depth,latitude,longitude,tdir,tper,thgt,tdir_quadrant
2025-05-30 04:00:00+00:00,0.0,-31.0,115.0,242.0,13.513514,2.75,WSW
2025-05-30 05:00:00+00:00,0.0,-31.0,115.0,240.0,13.513514,2.82,WSW
2025-05-30 06:00:00+00:00,0.0,-31.0,115.0,239.0,13.513514,2.8899999,WSW
2025-05-30 07:00:00+00:00,0.0,-31.0,115.0,237.0,13.513514,2.95,WSW
2025-05-30 08:00:00+00:00,0.0,-31.0,115.0,236.0,13.513514,3.0,SW
2025-05-30 09:00:00+00:00,0.0,-31.0,115.0,234.0,13.513514,3.03,SW
2025-05-30 10:00:00+00:00,0.0,-31.0,115.0,233.0,13.513514,3.06,SW
2025-05-30 11:00:00+00:00,0.0,-31.0,115.0,231.0,13.698629,3.07,SW
2025-05-30 12:00:00+00:00,0.0,-31.0,115.0,230.0,13.698629,3.07,SW
2025-05-30 13:00:00+00:00,0.0,-31.0,115.0,217.0,15.151515,3.07,SW
2025-05-30 14:00:00+00:00,0.0,-31.0,115.0,218.0,14.705881,3.07,SW
2025-05-30 15:00:00+00:00,0.0,-31.0,115.0,217.0,14.492752,3.06,SW
2025-05-30 16:00:00+00:00,0.0,-31.0,115.0,217.0,14.492752,3.05,SW
2025-05-30 17:00:00+00:00,0.0,-31.0,115.0,217.0,14.492752,3.05,SW
2025-05-30 18:00:00+00:00,0.0,-31.0,115.0,226.0,18.867924,3.05,SW
2025-05-30 19:00:00+00:00,0.0,-31.0,115.0,226.0,18.867924,3.05,SW
2025-05-30 20:00:00+00:00,0.0,-31.0,115.0,226.0,18.867924,3.05,SW
2025-05-30 21:00:00+00:00,0.0,-31.0,115.0,226.0,18.867924,3.05,SW
2025-05-30 22:00:00+00:00,0.0,-31.0,115.0,226.0,18.518518,3.05,SW
2025-05-30 23:00:00+00:00,0.0,-31.0,115.0,226.0,18.518518,3.05,SW
2025-05-31 00:00:00+00:00,0.0,-31.0,115.0,223.0,18.181816,3.05,SW
2025-05-31 01:00:00+00:00,0.0,-31.0,115.0,223.0,17.857141,3.05,SW
2025-05-31 02:00:00+00:00,0.0,-31.0,115.0,223.0,17.857141,3.04,SW
2025-05-31 03:00:00+00:00,0.0,-31.0,115.0,223.0,17.543858,3.04,SW
2025-05-31 04:00:00+00:00,0.0,-31.0,115.0,223.0,17.543858,3.04,SW
2025-05-31 05:00:00+00:00,0.0,-31.0,115.0,223.0,17.543858,3.04,SW
2025-05-31 06:00:00+00:00,0.0,-31.0,115.0,223.0,17.543858,3.03,SW
2025-05-31 07:00:00+00:00,0.0,-31.0,115.0,223.0,17.543858,3.02,SW
2025-05-31 08:00:00+00:00,0.0,-31.0,115.0,223.0,17.543858,3.01,SW
2025-05-31 09:00:00+00:00,0.0,-31.0,115.0,223.0,17.241379,2.99,SW
2025-05-31 10:00:00+00:00,0.0,-31.0,115.0,223.0,17.241379,2.98,SW
